node_id1 node_id2 t
15 223 6017
153 271 6017
15 223 6018
15 223 6019
153 271 6022
153 271 6023
153 271 6024
194 311 6025
153 271 6025
153 271 6026
153 271 6027
153 271 6028
194 242 6029
153 271 6029
153 271 6030
153 271 6031
153 271 6032
153 271 6033
153 271 6034
153 271 6035
153 271 6036
153 271 6037
153 271 6038
153 271 6041
153 271 6042
153 271 6043
153 271 6044
153 271 6045
194 311 6046
153 271 6046
153 271 6047
194 311 6048
153 271 6048
153 271 6049
15 95 6050
153 271 6050
15 95 6051
153 271 6051
15 95 6052
153 271 6052
15 95 6053
15 95 6054
15 95 6055
153 271 6055
15 95 6056
15 95 6057
15 95 6058
15 95 6059
15 95 6060
153 271 6060
63 481 6060
153 271 6063
153 271 6064
153 271 6065
63 481 6065
63 481 6067
153 271 6070
153 271 6071
153 271 6072
153 271 6078
153 271 6079
153 271 6081
153 271 6084
153 271 6085
153 271 6086
153 271 6087
153 271 6088
153 271 6089
153 271 6091
153 271 6092
153 271 6093
153 271 6095
751 778 6105
17 335 6105
154 271 6109
153 271 6109
154 271 6110
153 154 6110
153 154 6114
153 499 6116
120 196 6116
154 271 6117
153 499 6117
153 154 6119
154 271 6120
153 154 6120
154 271 6121
154 271 6123
153 154 6131
153 154 6132
153 154 6134
154 492 6134
123 253 6134
123 253 6137
123 253 6139
242 311 6141
154 492 6141
123 253 6141
154 492 6142
154 492 6144
154 492 6145
154 492 6146
242 311 6148
153 154 6148
154 492 6148
153 154 6149
153 154 6150
153 154 6151
153 154 6152
275 285 6155
79 285 6158
120 494 6159
120 494 6160
448 533 6182
448 533 6183
119 533 6193
119 448 6193
119 533 6194
119 448 6194
119 448 6195
448 533 6197
448 533 6198
271 533 6199
271 533 6200
39 113 8754
39 113 8755
29 120 8777
79 123 8784
79 123 8785
211 778 8785
79 123 8786
273 778 8786
79 123 8787
79 123 8788
268 778 8788
79 123 8789
79 123 8790
79 123 8791
79 123 8792
79 123 8793
79 123 8794
79 123 8797
778 804 8797
79 123 8798
778 804 8798
79 123 8799
79 123 8800
79 123 8803
39 113 8805
39 113 8806
79 123 8807
113 120 8807
29 39 8808
39 113 8808
79 123 8809
39 113 8809
79 123 8810
273 778 8811
273 778 8812
29 120 8812
79 123 8813
273 778 8813
29 120 8813
29 120 8814
39 113 8817
39 113 8818
39 113 8819
120 494 8820
39 113 8820
39 113 8821
39 113 8822
39 113 8823
265 826 8824
39 113 8824
211 265 8827
184 265 8829
120 196 8853
29 662 8853
120 172 8864
29 662 8867
120 172 8868
29 662 8869
29 662 8870
29 662 8871
481 709 8872
268 778 8879
778 826 8881
50 826 8885
131 184 8900
50 771 8901
50 335 8901
150 209 8901
50 335 8902
184 268 8902
150 709 8903
50 771 8904
118 268 8904
184 804 8904
184 804 8905
268 804 8905
184 268 8905
209 804 8905
184 845 8906
184 268 8906
184 268 8907
184 268 8908
184 268 8909
184 268 8910
118 184 8910
275 845 8911
184 268 8911
275 845 8912
275 804 8912
184 268 8912
184 268 8913
211 778 8913
184 268 8914
184 268 8915
184 268 8916
118 184 8916
184 268 8917
275 845 8919
275 804 8919
492 601 8920
492 601 8921
492 601 8922
50 771 8924
492 601 8925
492 601 8926
118 184 8928
275 804 8928
153 709 8929
275 804 8929
804 845 8929
275 804 8930
153 448 8930
804 845 8932
211 778 8933
275 804 8934
211 778 8934
205 223 8935
275 804 8935
211 778 8935
205 223 8936
211 778 8936
268 804 8937
211 778 8937
211 778 8938
205 223 8939
211 778 8939
211 778 8940
211 778 8941
211 778 8942
211 778 8943
118 184 8943
211 778 8944
118 184 8944
211 778 8945
211 778 8946
211 778 8947
205 223 8948
211 778 8948
118 184 8948
118 184 8949
211 778 8949
118 184 8950
211 778 8950
211 778 8951
211 778 8952
211 778 8954
211 778 8955
205 223 8956
211 778 8956
211 778 8957
211 778 8958
205 223 8958
211 778 8959
211 778 8960
211 778 8961
15 123 8966
15 123 8967
275 804 8972
211 222 8974
751 778 8979
273 778 8980
751 778 8980
275 845 8980
273 778 8981
273 778 8982
17 101 8986
17 101 8987
153 492 8990
15 123 8996
275 804 8997
275 804 8999
265 826 9010
265 826 9011
265 826 9012
804 845 9030
116 211 9033
118 184 9033
116 211 9035
118 184 9035
273 778 9036
273 778 9037
804 845 9038
804 845 9039
116 265 9039
804 845 9040
120 172 9040
15 123 9041
15 123 9042
118 184 9042
15 123 9045
273 778 9046
184 268 9050
275 845 9050
275 804 9051
184 804 9051
118 804 9051
184 268 9051
184 268 9055
15 123 9062
15 123 9063
15 123 9064
15 123 9065
15 123 9066
273 778 9066
15 123 9067
35 804 9067
184 268 9068
273 778 9078
751 778 9078
17 50 9087
105 113 9091
105 113 9092
105 113 9097
39 79 9098
105 113 9098
211 778 9099
105 113 9099
105 113 9100
105 113 9102
95 116 9104
105 113 9104
105 113 9105
21 101 9105
116 778 9107
105 113 9109
105 113 9110
105 113 9111
105 113 9112
105 113 9113
105 113 9114
105 113 9115
105 113 9116
105 113 9117
153 492 9118
105 113 9118
105 113 9119
105 113 9120
105 113 9121
105 113 9122
105 113 9123
105 113 9124
105 113 9125
105 113 9126
105 113 9127
105 113 9136
105 113 9137
105 113 9138
105 113 9139
105 113 9140
105 113 9141
105 113 9142
105 113 9143
105 113 9144
105 113 9145
105 113 9147
105 113 9148
105 113 9149
105 113 9150
105 113 9151
105 113 9156
105 113 9157
105 113 9161
15 123 9163
804 845 9168
778 845 9168
804 845 9169
804 845 9171
105 113 9172
804 845 9172
105 113 9173
105 113 9174
105 113 9175
105 113 9177
105 113 9178
105 113 9179
120 172 9180
120 172 9181
120 172 9182
120 172 9183
778 845 9184
120 172 9184
105 113 9185
120 172 9185
105 113 9187
105 113 9188
105 113 9189
105 113 9190
105 113 9191
105 113 9196
105 113 9197
105 113 9198
105 113 9199
105 113 9200
105 113 9201
778 845 9202
105 113 9202
105 113 9203
184 751 9204
105 113 9204
105 113 9205
105 113 9206
105 113 9207
105 113 9208
105 113 9209
105 113 9210
184 751 9210
105 113 9211
21 101 9213
105 113 9214
105 113 9218
21 101 9219
105 113 9224
105 113 9225
184 751 9226
63 709 9232
205 939 9237
184 751 9238
205 939 9238
205 939 9239
184 751 9241
184 751 9242
184 751 9243
205 939 9243
184 751 9244
205 939 9244
184 751 9245
205 939 9245
184 751 9246
105 113 9246
205 939 9246
184 751 9247
105 113 9247
105 113 9248
105 113 9249
105 113 9250
105 113 9252
105 113 9253
105 113 9254
778 845 9255
120 172 9255
105 113 9257
105 113 9258
105 113 9260
105 113 9261
120 172 9262
105 113 9263
105 113 9265
172 196 9272
172 196 9273
105 113 9283
105 113 9287
265 826 9290
105 113 9290
105 113 9294
778 845 9295
105 113 9295
105 113 9296
105 113 9297
105 113 9298
105 113 9300
63 481 9301
105 113 9302
222 267 9303
153 448 9303
105 113 9303
105 113 9304
105 113 9305
105 113 9306
105 113 9307
105 113 9312
63 709 9339
63 709 9340
63 481 9343
150 153 9374
153 601 9383
17 50 9394
17 50 9395
17 50 9396
179 335 9405
50 209 9407
50 209 9408
50 209 9409
17 209 9409
21 80 9413
311 662 9416
80 662 9423
311 662 9426
496 662 9426
335 771 9428
335 771 9429
335 771 9430
335 771 9431
80 311 9431
335 771 9432
311 662 9433
335 771 9434
335 771 9435
335 771 9436
335 771 9437
335 771 9438
63 499 9447
63 481 9447
63 709 9454
481 709 9454
79 804 9455
63 481 9456
63 709 9457
63 481 9458
63 709 9459
481 709 9460
63 709 9461
63 709 9462
265 826 9463
184 265 9463
63 709 9463
265 804 9464
63 709 9475
79 222 9484
79 222 9485
79 222 9486
79 222 9487
63 481 9487
79 222 9488
79 222 9489
79 222 9497
79 222 9500
63 709 9517
153 492 9517
153 492 9526
153 492 9527
63 709 9535
63 709 9539
63 709 9540
63 709 9547
63 481 9556
63 709 9558
63 481 9558
63 481 9559
29 95 9561
29 95 9562
50 265 9569
21 101 9570
21 101 9574
21 101 9575
21 179 9576
63 709 9576
153 492 9576
63 481 9576
265 751 9577
63 481 9577
63 481 9578
63 709 9579
63 709 9580
335 771 9582
662 826 9583
311 826 9583
662 771 9584
662 751 9584
311 771 9584
311 335 9584
101 662 9584
335 771 9585
265 751 9587
751 826 9588
209 751 9589
118 209 9592
63 709 9593
21 101 9595
222 601 9598
222 601 9599
63 709 9600
222 601 9600
63 481 9618
63 481 9620
63 481 9622
119 335 9637
119 335 9638
119 335 9639
119 335 9640
119 335 9647
63 116 9653
63 116 9654
63 116 9655
63 116 9656
63 481 9656
63 709 9657
481 709 9657
63 116 9657
63 481 9658
63 709 9658
63 116 9658
63 116 9659
116 709 9659
63 116 9660
116 709 9660
63 709 9661
63 116 9661
63 709 9662
223 496 9662
63 116 9662
63 709 9663
63 709 9665
63 709 9666
63 116 9666
63 709 9667
116 709 9667
63 116 9667
63 709 9669
63 709 9670
63 709 9671
63 709 9672
63 709 9673
63 116 9673
265 751 9675
63 709 9675
179 875 9683
179 875 9684
17 771 9685
116 211 9689
116 211 9690
116 211 9692
116 265 9693
116 211 9693
63 116 9697
311 662 9697
481 709 9698
63 709 9699
481 709 9699
63 709 9700
63 116 9700
63 709 9701
116 709 9701
481 709 9703
63 481 9703
29 95 9704
63 709 9704
63 481 9704
63 709 9705
29 95 9705
29 222 9706
63 709 9706
481 499 9709
79 222 9709
153 492 9710
79 222 9710
153 492 9711
153 492 9714
153 492 9715
21 101 9715
63 709 9716
153 492 9718
153 492 9719
63 709 9721
63 709 9722
448 492 9722
63 154 9725
63 154 9726
153 492 9728
492 499 9730
153 481 9730
63 153 9730
481 709 9740
153 492 9743
153 492 9746
153 492 9752
29 39 9759
29 39 9760
29 39 9761
29 39 9763
153 492 9764
153 492 9765
153 492 9768
63 153 9778
29 39 9779
29 39 9780
29 39 9781
63 154 9781
29 39 9782
29 39 9783
29 39 9784
29 39 9785
29 39 9786
63 601 9786
63 601 9787
29 39 9788
63 150 9788
63 601 9788
29 39 9789
29 39 9790
15 223 9792
29 39 9795
29 39 9796
153 492 9796
29 39 9797
153 492 9797
17 771 9801
153 492 9804
153 492 9805
153 492 9806
153 492 9807
153 492 9808
153 492 9809
153 492 9810
153 492 9811
153 492 9812
153 492 9813
153 492 9814
29 39 9818
153 492 9818
265 875 9822
29 39 9824
153 709 9824
153 709 9825
29 39 9826
153 709 9826
153 709 9827
265 826 9828
29 39 9832
29 39 9835
153 709 9847
153 709 9848
63 481 9850
63 481 9851
63 481 9852
153 492 9853
63 481 9853
63 481 9854
153 492 9860
153 492 9861
275 804 9862
153 492 9862
116 709 9862
153 492 9863
153 492 9864
275 804 9866
153 492 9879
153 492 9888
265 826 9901
265 826 9902
265 826 9903
153 492 9908
153 492 9910
153 492 9928
265 826 9935
265 826 9939
153 492 9940
153 492 9969
153 492 9993
63 709 10002
153 492 10009
29 116 10009
63 95 10019
116 211 10020
29 95 10021
116 211 10021
29 95 10022
29 95 10023
492 601 10064
492 601 10066
492 601 10067
492 601 10068
492 601 10069
492 601 10070
492 601 10071
492 601 10072
492 601 10073
492 601 10074
492 601 10075
492 601 10077
492 601 10078
492 601 10079
492 601 10082
492 601 10083
492 601 10084
492 601 10085
492 601 10086
492 601 10087
492 601 10088
492 601 10089
63 709 10089
492 601 10090
492 601 10093
492 601 10094
268 826 10101
268 826 10102
223 496 10114
223 496 10115
223 496 10117
223 496 10118
223 496 10119
150 709 10119
223 496 10120
150 709 10120
153 601 10120
29 95 10121
223 496 10121
153 601 10121
150 709 10121
29 95 10122
223 496 10122
153 601 10122
150 709 10122
29 95 10123
223 496 10123
150 709 10123
119 804 10124
223 496 10124
223 496 10125
223 496 10126
153 601 10126
223 496 10128
153 601 10128
223 496 10129
153 601 10129
17 771 10129
223 496 10130
153 601 10130
223 496 10131
153 601 10131
223 496 10132
223 496 10133
223 496 10134
223 496 10135
223 496 10136
223 496 10138
223 496 10139
275 826 10144
804 826 10145
223 496 10146
275 804 10147
223 496 10148
223 496 10149
223 496 10150
184 751 10150
184 751 10151
223 496 10152
223 496 10153
223 496 10154
223 496 10155
184 751 10155
223 496 10156
184 751 10156
223 496 10157
223 496 10158
223 496 10159
184 751 10160
184 751 10161
184 751 10162
116 150 10163
184 751 10163
184 751 10164
268 751 10165
184 751 10165
184 268 10165
184 751 10166
184 751 10167
79 222 10167
184 751 10168
131 826 10168
184 751 10169
184 751 10170
184 751 10171
268 751 10172
184 751 10172
268 751 10173
184 751 10173
184 268 10173
268 751 10174
184 751 10174
184 751 10175
184 751 10176
268 751 10177
184 751 10178
268 751 10179
184 751 10179
184 268 10179
268 751 10180
184 751 10180
268 751 10181
184 751 10181
268 751 10182
184 268 10189
184 268 10190
116 709 10216
268 751 10223
184 751 10237
184 268 10248
184 268 10249
50 265 10254
481 709 10273
184 751 10275
184 751 10277
184 751 10281
184 751 10282
184 751 10285
123 222 10324
123 222 10325
123 222 10328
123 222 10331
123 222 10332
153 492 10336
265 826 10348
172 819 10357
265 826 10359
153 492 10380
265 826 10400
265 826 10403
265 826 10408
29 513 10421
153 492 10434
153 492 10439
95 222 10490
95 222 10491
95 222 10492
95 120 10493
95 120 10494
95 120 10495
95 120 10496
95 120 10497
95 120 10498
95 120 10499
95 120 10500
95 120 10501
95 120 10502
95 120 10503
95 120 10504
95 120 10505
95 120 10506
95 120 10508
95 120 10509
95 120 10510
95 120 10511
95 120 10512
95 120 10513
95 120 10514
95 120 10515
102 131 10574
268 845 10580
