node_id1 node_id2 t subject count normalized_count interaction_percentile count_of_interactions_category
1752 1764 489 Mathematics 25 5.172413793103448 71-85% Very_Low
1764 1796 489 Mathematics 9 1.7241379310344827 57-71% Very_Low
1772 1775 489 Mathematics 65 13.793103448275861 85-100% Very_Low
1851 1855 489 Mathematics 85 18.103448275862068 85-100% Very_Low
1863 1883 489 Mathematics 82 17.45689655172414 85-100% Very_Low
1872 1877 489 Mathematics 14 2.8017241379310347 71-85% Very_Low
1916 1919 489 Mathematics 31 6.4655172413793105 85-100% Very_Low
1430 1824 490 Mathematics 25 5.172413793103448 71-85% Very_Low
1461 1516 490 Mathematics 91 19.396551724137932 85-100% Very_Low
1500 1503 490 Mathematics 27 5.603448275862069 85-100% Very_Low
1503 1549 490 Mathematics 5 0.8620689655172413 42-57% Very_Low
1503 1653 490 Mathematics 31 6.4655172413793105 85-100% Very_Low
1521 1880 490 Mathematics 1 0.0 0-14% Very_Low
1524 1815 490 Mathematics 37 7.758620689655173 85-100% Very_Low
1545 1815 490 Mathematics 9 1.7241379310344827 57-71% Very_Low
1549 1653 490 Mathematics 15 3.0172413793103448 71-85% Very_Low
1574 1700 490 Mathematics 68 14.439655172413794 85-100% Very_Low
1606 1906 490 Mathematics 173 37.06896551724138 85-100% Low
1617 1641 490 Mathematics 215 46.12068965517241 85-100% Medium
1656 1675 490 Mathematics 150 32.112068965517246 85-100% Low
1656 1908 490 Mathematics 52 10.991379310344827 85-100% Very_Low
1663 1665 490 Mathematics 199 42.672413793103445 85-100% Medium
1666 1695 490 Mathematics 222 47.62931034482759 85-100% Medium
1673 1695 490 Mathematics 99 21.120689655172413 85-100% Low
1727 1731 490 Mathematics 89 18.96551724137931 85-100% Very_Low
1764 1796 490 Mathematics 9 1.7241379310344827 57-71% Very_Low
1778 1798 490 Mathematics 3 0.43103448275862066 14-28% Very_Low
1851 1855 490 Mathematics 85 18.103448275862068 85-100% Very_Low
1851 1890 490 Mathematics 21 4.310344827586207 71-85% Very_Low
1852 1890 490 Mathematics 81 17.24137931034483 85-100% Very_Low
1863 1883 490 Mathematics 82 17.45689655172414 85-100% Very_Low
1426 1824 491 Mathematics 18 3.6637931034482754 71-85% Very_Low
1430 1824 491 Mathematics 25 5.172413793103448 71-85% Very_Low
1435 1578 491 Mathematics 91 19.396551724137932 85-100% Very_Low
1437 1563 491 Mathematics 465 100.0 85-100% Very_High
1461 1516 491 Mathematics 91 19.396551724137932 85-100% Very_Low
1500 1503 491 Mathematics 27 5.603448275862069 85-100% Very_Low
1500 1815 491 Mathematics 11 2.1551724137931036 57-71% Very_Low
1503 1524 491 Mathematics 130 27.801724137931032 85-100% Low
1503 1815 491 Mathematics 251 53.879310344827594 85-100% Medium
1539 1815 491 Mathematics 120 25.646551724137932 85-100% Low
1558 1567 491 Mathematics 195 41.810344827586206 85-100% Medium
1580 1685 491 Mathematics 188 40.30172413793103 85-100% Medium
1606 1906 491 Mathematics 173 37.06896551724138 85-100% Low
1617 1641 491 Mathematics 215 46.12068965517241 85-100% Medium
1656 1908 491 Mathematics 52 10.991379310344827 85-100% Very_Low
1661 1697 491 Mathematics 15 3.0172413793103448 71-85% Very_Low
1661 1912 491 Mathematics 7 1.293103448275862 57-71% Very_Low
1663 1665 491 Mathematics 199 42.672413793103445 85-100% Medium
1663 1779 491 Mathematics 57 12.068965517241379 85-100% Very_Low
1682 1695 491 Mathematics 73 15.517241379310345 85-100% Very_Low
1697 1912 491 Mathematics 211 45.258620689655174 85-100% Medium
1737 1780 491 Mathematics 51 10.775862068965516 85-100% Very_Low
1752 1796 491 Mathematics 7 1.293103448275862 57-71% Very_Low
1772 1775 491 Mathematics 65 13.793103448275861 85-100% Very_Low
1778 1798 491 Mathematics 3 0.43103448275862066 14-28% Very_Low
1780 1843 491 Mathematics 11 2.1551724137931036 57-71% Very_Low
1851 1855 491 Mathematics 85 18.103448275862068 85-100% Very_Low
1852 1890 491 Mathematics 81 17.24137931034483 85-100% Very_Low
1863 1883 491 Mathematics 82 17.45689655172414 85-100% Very_Low
1435 1578 492 Mathematics 91 19.396551724137932 85-100% Very_Low
1500 1503 492 Mathematics 27 5.603448275862069 85-100% Very_Low
1555 1558 492 Mathematics 27 5.603448275862069 85-100% Very_Low
1574 1700 492 Mathematics 68 14.439655172413794 85-100% Very_Low
1580 1685 492 Mathematics 188 40.30172413793103 85-100% Medium
1604 1922 492 Mathematics 40 8.405172413793103 85-100% Very_Low
1606 1906 492 Mathematics 173 37.06896551724138 85-100% Low
1643 1650 492 Mathematics 45 9.482758620689655 85-100% Very_Low
1649 1916 492 Mathematics 13 2.586206896551724 71-85% Very_Low
1650 1907 492 Mathematics 23 4.741379310344827 71-85% Very_Low
1653 1815 492 Mathematics 33 6.896551724137931 85-100% Very_Low
1656 1908 492 Mathematics 52 10.991379310344827 85-100% Very_Low
1661 1682 492 Mathematics 186 39.87068965517241 85-100% Low
1661 1912 492 Mathematics 7 1.293103448275862 57-71% Very_Low
1663 1665 492 Mathematics 199 42.672413793103445 85-100% Medium
1682 1697 492 Mathematics 10 1.9396551724137931 57-71% Very_Low
1697 1698 492 Mathematics 45 9.482758620689655 85-100% Very_Low
1697 1912 492 Mathematics 211 45.258620689655174 85-100% Medium
1737 1780 492 Mathematics 51 10.775862068965516 85-100% Very_Low
1764 1796 492 Mathematics 9 1.7241379310344827 57-71% Very_Low
1851 1855 492 Mathematics 85 18.103448275862068 85-100% Very_Low
1852 1890 492 Mathematics 81 17.24137931034483 85-100% Very_Low
1865 1895 492 Mathematics 14 2.8017241379310347 71-85% Very_Low
1426 1430 493 Mathematics 19 3.8793103448275863 71-85% Very_Low
1500 1503 493 Mathematics 27 5.603448275862069 85-100% Very_Low
1503 1524 493 Mathematics 130 27.801724137931032 85-100% Low
1503 1533 493 Mathematics 32 6.68103448275862 85-100% Very_Low
1503 1815 493 Mathematics 251 53.879310344827594 85-100% Medium
1555 1731 493 Mathematics 9 1.7241379310344827 57-71% Very_Low
1567 1727 493 Mathematics 91 19.396551724137932 85-100% Very_Low
1574 1700 493 Mathematics 68 14.439655172413794 85-100% Very_Low
1574 1707 493 Mathematics 156 33.4051724137931 85-100% Low
1580 1685 493 Mathematics 188 40.30172413793103 85-100% Medium
1604 1922 493 Mathematics 40 8.405172413793103 85-100% Very_Low
1680 1745 493 Mathematics 23 4.741379310344827 71-85% Very_Low
1697 1698 493 Mathematics 45 9.482758620689655 85-100% Very_Low
1697 1912 493 Mathematics 211 45.258620689655174 85-100% Medium
1702 1718 493 Mathematics 17 3.4482758620689653 71-85% Very_Low
1737 1780 493 Mathematics 51 10.775862068965516 85-100% Very_Low
1752 1764 493 Mathematics 25 5.172413793103448 71-85% Very_Low
1757 1778 493 Mathematics 26 5.387931034482758 71-85% Very_Low
1764 1796 493 Mathematics 9 1.7241379310344827 57-71% Very_Low
1768 1798 493 Mathematics 43 9.051724137931034 85-100% Very_Low
1778 1798 493 Mathematics 3 0.43103448275862066 14-28% Very_Low
1851 1855 493 Mathematics 85 18.103448275862068 85-100% Very_Low
1852 1890 493 Mathematics 81 17.24137931034483 85-100% Very_Low
1461 1516 494 Mathematics 91 19.396551724137932 85-100% Very_Low
1500 1503 494 Mathematics 27 5.603448275862069 85-100% Very_Low
1503 1524 494 Mathematics 130 27.801724137931032 85-100% Low
1503 1533 494 Mathematics 32 6.68103448275862 85-100% Very_Low
1524 1815 494 Mathematics 37 7.758620689655173 85-100% Very_Low
1533 1815 494 Mathematics 30 6.25 85-100% Very_Low
1555 1685 494 Mathematics 89 18.96551724137931 85-100% Very_Low
1555 1712 494 Mathematics 9 1.7241379310344827 57-71% Very_Low
1555 1731 494 Mathematics 9 1.7241379310344827 57-71% Very_Low
1567 1574 494 Mathematics 90 19.181034482758623 85-100% Very_Low
1567 1727 494 Mathematics 91 19.396551724137932 85-100% Very_Low
1604 1922 494 Mathematics 40 8.405172413793103 85-100% Very_Low
1617 1641 494 Mathematics 215 46.12068965517241 85-100% Medium
1617 1906 494 Mathematics 17 3.4482758620689653 71-85% Very_Low
1643 1650 494 Mathematics 45 9.482758620689655 85-100% Very_Low
1661 1682 494 Mathematics 186 39.87068965517241 85-100% Low
1661 1695 494 Mathematics 73 15.517241379310345 85-100% Very_Low
1664 1688 494 Mathematics 100 21.336206896551722 85-100% Low
1682 1687 494 Mathematics 276 59.26724137931034 85-100% Medium
1685 1712 494 Mathematics 6 1.0775862068965518 42-57% Very_Low
1688 1912 494 Mathematics 23 4.741379310344827 71-85% Very_Low
1702 1718 494 Mathematics 17 3.4482758620689653 71-85% Very_Low
1709 1731 494 Mathematics 5 0.8620689655172413 42-57% Very_Low
1713 1858 494 Mathematics 3 0.43103448275862066 14-28% Very_Low
1737 1780 494 Mathematics 51 10.775862068965516 85-100% Very_Low
1737 1909 494 Mathematics 110 23.49137931034483 85-100% Low
1743 1883 494 Mathematics 23 4.741379310344827 71-85% Very_Low
1743 1887 494 Mathematics 100 21.336206896551722 85-100% Low
1752 1764 494 Mathematics 25 5.172413793103448 71-85% Very_Low
1764 1792 494 Mathematics 83 17.67241379310345 85-100% Very_Low
1768 1798 494 Mathematics 43 9.051724137931034 85-100% Very_Low
1821 1866 494 Mathematics 32 6.68103448275862 85-100% Very_Low
1852 1890 494 Mathematics 81 17.24137931034483 85-100% Very_Low
1865 1880 494 Mathematics 36 7.543103448275862 85-100% Very_Low
1916 1922 494 Mathematics 15 3.0172413793103448 71-85% Very_Low
1500 1503 495 Mathematics 27 5.603448275862069 85-100% Very_Low
1503 1524 495 Mathematics 130 27.801724137931032 85-100% Low
1503 1533 495 Mathematics 32 6.68103448275862 85-100% Very_Low
1524 1533 495 Mathematics 10 1.9396551724137931 57-71% Very_Low
1524 1653 495 Mathematics 2 0.21551724137931033 0-14% Very_Low
1528 1548 495 Mathematics 37 7.758620689655173 85-100% Very_Low
1533 1653 495 Mathematics 52 10.991379310344827 85-100% Very_Low
1555 1685 495 Mathematics 89 18.96551724137931 85-100% Very_Low
1555 1709 495 Mathematics 7 1.293103448275862 57-71% Very_Low
1560 1731 495 Mathematics 54 11.422413793103448 85-100% Very_Low
1604 1922 495 Mathematics 40 8.405172413793103 85-100% Very_Low
1617 1906 495 Mathematics 17 3.4482758620689653 71-85% Very_Low
1643 1650 495 Mathematics 45 9.482758620689655 85-100% Very_Low
1656 1674 495 Mathematics 53 11.206896551724139 85-100% Very_Low
1661 1663 495 Mathematics 23 4.741379310344827 71-85% Very_Low
1661 1697 495 Mathematics 15 3.0172413793103448 71-85% Very_Low
1661 1698 495 Mathematics 6 1.0775862068965518 42-57% Very_Low
1663 1698 495 Mathematics 300 64.4396551724138 85-100% High
1664 1675 495 Mathematics 64 13.577586206896552 85-100% Very_Low
1670 1675 495 Mathematics 29 6.0344827586206895 85-100% Very_Low
1673 1695 495 Mathematics 99 21.120689655172413 85-100% Low
1680 1908 495 Mathematics 81 17.24137931034483 85-100% Very_Low
1682 1687 495 Mathematics 276 59.26724137931034 85-100% Medium
1682 1688 495 Mathematics 7 1.293103448275862 57-71% Very_Low
1682 1695 495 Mathematics 73 15.517241379310345 85-100% Very_Low
1685 1709 495 Mathematics 7 1.293103448275862 57-71% Very_Low
1688 1696 495 Mathematics 8 1.5086206896551724 57-71% Very_Low
1688 1697 495 Mathematics 64 13.577586206896552 85-100% Very_Low
1688 1912 495 Mathematics 23 4.741379310344827 71-85% Very_Low
1697 1698 495 Mathematics 45 9.482758620689655 85-100% Very_Low
1702 1877 495 Mathematics 42 8.836206896551724 85-100% Very_Low
1711 1767 495 Mathematics 35 7.327586206896551 85-100% Very_Low
1718 1749 495 Mathematics 30 6.25 85-100% Very_Low
1768 1798 495 Mathematics 43 9.051724137931034 85-100% Very_Low
1820 1833 495 Mathematics 55 11.637931034482758 85-100% Very_Low
1863 1883 495 Mathematics 82 17.45689655172414 85-100% Very_Low
1437 1563 496 Mathematics 465 100.0 85-100% Very_High
1459 1511 496 Mathematics 3 0.43103448275862066 14-28% Very_Low
1461 1516 496 Mathematics 91 19.396551724137932 85-100% Very_Low
1500 1503 496 Mathematics 27 5.603448275862069 85-100% Very_Low
1500 1533 496 Mathematics 18 3.6637931034482754 71-85% Very_Low
1503 1524 496 Mathematics 130 27.801724137931032 85-100% Low
1503 1533 496 Mathematics 32 6.68103448275862 85-100% Very_Low
1503 1545 496 Mathematics 9 1.7241379310344827 57-71% Very_Low
1525 1528 496 Mathematics 62 13.14655172413793 85-100% Very_Low
1532 1815 496 Mathematics 15 3.0172413793103448 71-85% Very_Low
1533 1545 496 Mathematics 11 2.1551724137931036 57-71% Very_Low
1533 1653 496 Mathematics 52 10.991379310344827 85-100% Very_Low
1545 1653 496 Mathematics 7 1.293103448275862 57-71% Very_Low
1545 1837 496 Mathematics 138 29.52586206896552 85-100% Low
1551 1707 496 Mathematics 55 11.637931034482758 85-100% Very_Low
1555 1709 496 Mathematics 7 1.293103448275862 57-71% Very_Low
1574 1700 496 Mathematics 68 14.439655172413794 85-100% Very_Low
1603 1641 496 Mathematics 55 11.637931034482758 85-100% Very_Low
1643 1650 496 Mathematics 45 9.482758620689655 85-100% Very_Low
1648 1907 496 Mathematics 41 8.620689655172415 85-100% Very_Low
1656 1674 496 Mathematics 53 11.206896551724139 85-100% Very_Low
1663 1698 496 Mathematics 300 64.4396551724138 85-100% High
1663 1745 496 Mathematics 71 15.086206896551724 85-100% Very_Low
1665 1745 496 Mathematics 46 9.698275862068966 85-100% Very_Low
1670 1675 496 Mathematics 29 6.0344827586206895 85-100% Very_Low
1673 1695 496 Mathematics 99 21.120689655172413 85-100% Low
1674 1675 496 Mathematics 39 8.189655172413794 85-100% Very_Low
1674 1908 496 Mathematics 13 2.586206896551724 71-85% Very_Low
1682 1687 496 Mathematics 276 59.26724137931034 85-100% Medium
1682 1695 496 Mathematics 73 15.517241379310345 85-100% Very_Low
1685 1709 496 Mathematics 7 1.293103448275862 57-71% Very_Low
1718 1749 496 Mathematics 30 6.25 85-100% Very_Low
1852 1890 496 Mathematics 81 17.24137931034483 85-100% Very_Low
1437 1563 497 Mathematics 465 100.0 85-100% Very_High
1461 1516 497 Mathematics 91 19.396551724137932 85-100% Very_Low
1500 1503 497 Mathematics 27 5.603448275862069 85-100% Very_Low
1500 1533 497 Mathematics 18 3.6637931034482754 71-85% Very_Low
1500 1545 497 Mathematics 24 4.956896551724138 71-85% Very_Low
1503 1533 497 Mathematics 32 6.68103448275862 85-100% Very_Low
1503 1538 497 Mathematics 15 3.0172413793103448 71-85% Very_Low
1521 1630 497 Mathematics 7 1.293103448275862 57-71% Very_Low
1525 1528 497 Mathematics 62 13.14655172413793 85-100% Very_Low
1525 1548 497 Mathematics 36 7.543103448275862 85-100% Very_Low
1528 1548 497 Mathematics 37 7.758620689655173 85-100% Very_Low
1528 1815 497 Mathematics 32 6.68103448275862 85-100% Very_Low
1533 1653 497 Mathematics 52 10.991379310344827 85-100% Very_Low
1548 1815 497 Mathematics 9 1.7241379310344827 57-71% Very_Low
1551 1685 497 Mathematics 5 0.8620689655172413 42-57% Very_Low
1551 1707 497 Mathematics 55 11.637931034482758 85-100% Very_Low
1551 1709 497 Mathematics 5 0.8620689655172413 42-57% Very_Low
1567 1727 497 Mathematics 91 19.396551724137932 85-100% Very_Low
1594 1707 497 Mathematics 33 6.896551724137931 85-100% Very_Low
1603 1641 497 Mathematics 55 11.637931034482758 85-100% Very_Low
1643 1650 497 Mathematics 45 9.482758620689655 85-100% Very_Low
1648 1907 497 Mathematics 41 8.620689655172415 85-100% Very_Low
1661 1682 497 Mathematics 186 39.87068965517241 85-100% Low
1663 1698 497 Mathematics 300 64.4396551724138 85-100% High
1682 1687 497 Mathematics 276 59.26724137931034 85-100% Medium
1697 1912 497 Mathematics 211 45.258620689655174 85-100% Medium
1718 1858 497 Mathematics 30 6.25 85-100% Very_Low
1752 1764 497 Mathematics 25 5.172413793103448 71-85% Very_Low
1851 1852 497 Mathematics 29 6.0344827586206895 85-100% Very_Low
1851 1890 497 Mathematics 21 4.310344827586207 71-85% Very_Low
1852 1890 497 Mathematics 81 17.24137931034483 85-100% Very_Low
1863 1883 497 Mathematics 82 17.45689655172414 85-100% Very_Low
1426 1437 498 Mathematics 16 3.2327586206896552 71-85% Very_Low
1426 1465 498 Mathematics 4 0.646551724137931 28-42% Very_Low
1429 1431 498 Mathematics 56 11.85344827586207 85-100% Very_Low
1437 1585 498 Mathematics 37 7.758620689655173 85-100% Very_Low
1441 1471 498 Mathematics 4 0.646551724137931 28-42% Very_Low
1486 1585 498 Mathematics 79 16.810344827586206 85-100% Very_Low
1500 1548 498 Mathematics 27 5.603448275862069 85-100% Very_Low
1504 1815 498 Mathematics 27 5.603448275862069 85-100% Very_Low
1525 1528 498 Mathematics 62 13.14655172413793 85-100% Very_Low
1528 1548 498 Mathematics 37 7.758620689655173 85-100% Very_Low
1533 1538 498 Mathematics 22 4.525862068965517 71-85% Very_Low
1545 1815 498 Mathematics 9 1.7241379310344827 57-71% Very_Low
1551 1707 498 Mathematics 55 11.637931034482758 85-100% Very_Low
1551 1709 498 Mathematics 5 0.8620689655172413 42-57% Very_Low
1570 1685 498 Mathematics 11 2.1551724137931036 57-71% Very_Low
1603 1641 498 Mathematics 55 11.637931034482758 85-100% Very_Low
1603 1649 498 Mathematics 1 0.0 0-14% Very_Low
1604 1922 498 Mathematics 40 8.405172413793103 85-100% Very_Low
1616 1911 498 Mathematics 6 1.0775862068965518 42-57% Very_Low
1617 1641 498 Mathematics 215 46.12068965517241 85-100% Medium
1643 1650 498 Mathematics 45 9.482758620689655 85-100% Very_Low
1648 1907 498 Mathematics 41 8.620689655172415 85-100% Very_Low
1650 1907 498 Mathematics 23 4.741379310344827 71-85% Very_Low
1661 1673 498 Mathematics 63 13.36206896551724 85-100% Very_Low
1663 1698 498 Mathematics 300 64.4396551724138 85-100% High
1666 1695 498 Mathematics 222 47.62931034482759 85-100% Medium
1682 1687 498 Mathematics 276 59.26724137931034 85-100% Medium
1688 1912 498 Mathematics 23 4.741379310344827 71-85% Very_Low
1702 1877 498 Mathematics 42 8.836206896551724 85-100% Very_Low
1707 1709 498 Mathematics 7 1.293103448275862 57-71% Very_Low
1764 1792 498 Mathematics 83 17.67241379310345 85-100% Very_Low
1765 1908 498 Mathematics 116 24.78448275862069 85-100% Low
1851 1855 498 Mathematics 85 18.103448275862068 85-100% Very_Low
1852 1890 498 Mathematics 81 17.24137931034483 85-100% Very_Low
1426 1437 499 Mathematics 16 3.2327586206896552 71-85% Very_Low
1426 1465 499 Mathematics 4 0.646551724137931 28-42% Very_Low
1426 1585 499 Mathematics 42 8.836206896551724 85-100% Very_Low
1429 1431 499 Mathematics 56 11.85344827586207 85-100% Very_Low
1430 1431 499 Mathematics 15 3.0172413793103448 71-85% Very_Low
1437 1486 499 Mathematics 13 2.586206896551724 71-85% Very_Low
1437 1563 499 Mathematics 465 100.0 85-100% Very_High
1457 1522 499 Mathematics 67 14.224137931034484 85-100% Very_Low
1500 1524 499 Mathematics 5 0.8620689655172413 42-57% Very_Low
1504 1528 499 Mathematics 15 3.0172413793103448 71-85% Very_Low
1524 1797 499 Mathematics 2 0.21551724137931033 0-14% Very_Low
1525 1528 499 Mathematics 62 13.14655172413793 85-100% Very_Low
1525 1548 499 Mathematics 36 7.543103448275862 85-100% Very_Low
1532 1533 499 Mathematics 63 13.36206896551724 85-100% Very_Low
1551 1707 499 Mathematics 55 11.637931034482758 85-100% Very_Low
1551 1709 499 Mathematics 5 0.8620689655172413 42-57% Very_Low
1567 1727 499 Mathematics 91 19.396551724137932 85-100% Very_Low
1594 1707 499 Mathematics 33 6.896551724137931 85-100% Very_Low
1606 1906 499 Mathematics 173 37.06896551724138 85-100% Low
1616 1911 499 Mathematics 6 1.0775862068965518 42-57% Very_Low
1617 1641 499 Mathematics 215 46.12068965517241 85-100% Medium
1643 1648 499 Mathematics 54 11.422413793103448 85-100% Very_Low
1643 1650 499 Mathematics 45 9.482758620689655 85-100% Very_Low
1648 1907 499 Mathematics 41 8.620689655172415 85-100% Very_Low
1653 1705 499 Mathematics 9 1.7241379310344827 57-71% Very_Low
1653 1815 499 Mathematics 33 6.896551724137931 85-100% Very_Low
1656 1675 499 Mathematics 150 32.112068965517246 85-100% Low
1681 1912 499 Mathematics 108 23.060344827586206 85-100% Low
1682 1687 499 Mathematics 276 59.26724137931034 85-100% Medium
1688 1697 499 Mathematics 64 13.577586206896552 85-100% Very_Low
1688 1912 499 Mathematics 23 4.741379310344827 71-85% Very_Low
1697 1912 499 Mathematics 211 45.258620689655174 85-100% Medium
1702 1877 499 Mathematics 42 8.836206896551724 85-100% Very_Low
1705 1815 499 Mathematics 12 2.3706896551724137 71-85% Very_Low
1707 1709 499 Mathematics 7 1.293103448275862 57-71% Very_Low
1718 1749 499 Mathematics 30 6.25 85-100% Very_Low
1732 1854 499 Mathematics 5 0.8620689655172413 42-57% Very_Low
1737 1780 499 Mathematics 51 10.775862068965516 85-100% Very_Low
1764 1792 499 Mathematics 83 17.67241379310345 85-100% Very_Low
1772 1787 499 Mathematics 46 9.698275862068966 85-100% Very_Low
1778 1792 499 Mathematics 28 5.818965517241379 85-100% Very_Low
1797 1815 499 Mathematics 11 2.1551724137931036 57-71% Very_Low
1851 1852 499 Mathematics 29 6.0344827586206895 85-100% Very_Low
1852 1890 499 Mathematics 81 17.24137931034483 85-100% Very_Low
1865 1895 499 Mathematics 14 2.8017241379310347 71-85% Very_Low
1916 1919 499 Mathematics 31 6.4655172413793105 85-100% Very_Low
1916 1922 499 Mathematics 15 3.0172413793103448 71-85% Very_Low
1426 1585 500 Mathematics 42 8.836206896551724 85-100% Very_Low
1435 1578 500 Mathematics 91 19.396551724137932 85-100% Very_Low
1437 1486 500 Mathematics 13 2.586206896551724 71-85% Very_Low
1437 1563 500 Mathematics 465 100.0 85-100% Very_High
1457 1522 500 Mathematics 67 14.224137931034484 85-100% Very_Low
1486 1585 500 Mathematics 79 16.810344827586206 85-100% Very_Low
1503 1528 500 Mathematics 48 10.129310344827585 85-100% Very_Low
1503 1730 500 Mathematics 33 6.896551724137931 85-100% Very_Low
1504 1528 500 Mathematics 15 3.0172413793103448 71-85% Very_Low
1532 1533 500 Mathematics 63 13.36206896551724 85-100% Very_Low
1546 1815 500 Mathematics 27 5.603448275862069 85-100% Very_Low
1594 1707 500 Mathematics 33 6.896551724137931 85-100% Very_Low
1603 1641 500 Mathematics 55 11.637931034482758 85-100% Very_Low
1604 1922 500 Mathematics 40 8.405172413793103 85-100% Very_Low
1617 1906 500 Mathematics 17 3.4482758620689653 71-85% Very_Low
1643 1648 500 Mathematics 54 11.422413793103448 85-100% Very_Low
1643 1650 500 Mathematics 45 9.482758620689655 85-100% Very_Low
1648 1907 500 Mathematics 41 8.620689655172415 85-100% Very_Low
1653 1705 500 Mathematics 9 1.7241379310344827 57-71% Very_Low
1653 1797 500 Mathematics 11 2.1551724137931036 57-71% Very_Low
1656 1765 500 Mathematics 45 9.482758620689655 85-100% Very_Low
1661 1682 500 Mathematics 186 39.87068965517241 85-100% Low
1682 1687 500 Mathematics 276 59.26724137931034 85-100% Medium
1682 1695 500 Mathematics 73 15.517241379310345 85-100% Very_Low
1682 1697 500 Mathematics 10 1.9396551724137931 57-71% Very_Low
1688 1697 500 Mathematics 64 13.577586206896552 85-100% Very_Low
1697 1912 500 Mathematics 211 45.258620689655174 85-100% Medium
1705 1797 500 Mathematics 46 9.698275862068966 85-100% Very_Low
1707 1709 500 Mathematics 7 1.293103448275862 57-71% Very_Low
1764 1792 500 Mathematics 83 17.67241379310345 85-100% Very_Low
1802 1803 500 Mathematics 175 37.5 85-100% Low
1851 1852 500 Mathematics 29 6.0344827586206895 85-100% Very_Low
1852 1890 500 Mathematics 81 17.24137931034483 85-100% Very_Low
1863 1883 500 Mathematics 82 17.45689655172414 85-100% Very_Low
1865 1895 500 Mathematics 14 2.8017241379310347 71-85% Very_Low
1427 1465 501 Mathematics 98 20.905172413793103 85-100% Low
1429 1439 501 Mathematics 34 7.112068965517242 85-100% Very_Low
1429 1475 501 Mathematics 8 1.5086206896551724 57-71% Very_Low
1429 1482 501 Mathematics 8 1.5086206896551724 57-71% Very_Low
1430 1824 501 Mathematics 25 5.172413793103448 71-85% Very_Low
1437 1563 501 Mathematics 465 100.0 85-100% Very_High
1439 1486 501 Mathematics 24 4.956896551724138 71-85% Very_Low
1443 1486 501 Mathematics 6 1.0775862068965518 42-57% Very_Low
1457 1522 501 Mathematics 67 14.224137931034484 85-100% Very_Low
1475 1482 501 Mathematics 9 1.7241379310344827 57-71% Very_Low
1475 1592 501 Mathematics 16 3.2327586206896552 71-85% Very_Low
1482 1585 501 Mathematics 46 9.698275862068966 85-100% Very_Low
1521 1866 501 Mathematics 2 0.21551724137931033 0-14% Very_Low
1528 1548 501 Mathematics 37 7.758620689655173 85-100% Very_Low
1546 1705 501 Mathematics 8 1.5086206896551724 57-71% Very_Low
1567 1707 501 Mathematics 66 14.00862068965517 85-100% Very_Low
1604 1922 501 Mathematics 40 8.405172413793103 85-100% Very_Low
1606 1906 501 Mathematics 173 37.06896551724138 85-100% Low
1617 1641 501 Mathematics 215 46.12068965517241 85-100% Medium
1617 1906 501 Mathematics 17 3.4482758620689653 71-85% Very_Low
1643 1650 501 Mathematics 45 9.482758620689655 85-100% Very_Low
1648 1907 501 Mathematics 41 8.620689655172415 85-100% Very_Low
1650 1907 501 Mathematics 23 4.741379310344827 71-85% Very_Low
1653 1705 501 Mathematics 9 1.7241379310344827 57-71% Very_Low
1661 1687 501 Mathematics 23 4.741379310344827 71-85% Very_Low
1664 1688 501 Mathematics 100 21.336206896551722 85-100% Low
1688 1695 501 Mathematics 31 6.4655172413793105 85-100% Very_Low
1688 1696 501 Mathematics 8 1.5086206896551724 57-71% Very_Low
1688 1697 501 Mathematics 64 13.577586206896552 85-100% Very_Low
1697 1912 501 Mathematics 211 45.258620689655174 85-100% Medium
1718 1749 501 Mathematics 30 6.25 85-100% Very_Low
1802 1803 501 Mathematics 175 37.5 85-100% Low
1851 1852 501 Mathematics 29 6.0344827586206895 85-100% Very_Low
1852 1890 501 Mathematics 81 17.24137931034483 85-100% Very_Low
1861 1897 501 Mathematics 19 3.8793103448275863 71-85% Very_Low
1863 1883 501 Mathematics 82 17.45689655172414 85-100% Very_Low
1426 1428 502 Mathematics 32 6.68103448275862 85-100% Very_Low
1427 1465 502 Mathematics 98 20.905172413793103 85-100% Low
1428 1578 502 Mathematics 20 4.094827586206897 71-85% Very_Low
1430 1824 502 Mathematics 25 5.172413793103448 71-85% Very_Low
1435 1489 502 Mathematics 3 0.43103448275862066 14-28% Very_Low
1437 1563 502 Mathematics 465 100.0 85-100% Very_High
1439 1486 502 Mathematics 24 4.956896551724138 71-85% Very_Low
1468 1502 502 Mathematics 12 2.3706896551724137 71-85% Very_Low
1480 1489 502 Mathematics 34 7.112068965517242 85-100% Very_Low
1486 1585 502 Mathematics 79 16.810344827586206 85-100% Very_Low
1486 1592 502 Mathematics 6 1.0775862068965518 42-57% Very_Low
1521 1866 502 Mathematics 2 0.21551724137931033 0-14% Very_Low
1524 1549 502 Mathematics 3 0.43103448275862066 14-28% Very_Low
1525 1528 502 Mathematics 62 13.14655172413793 85-100% Very_Low
1528 1548 502 Mathematics 37 7.758620689655173 85-100% Very_Low
1533 1549 502 Mathematics 41 8.620689655172415 85-100% Very_Low
1546 1548 502 Mathematics 73 15.517241379310345 85-100% Very_Low
1552 1567 502 Mathematics 19 3.8793103448275863 71-85% Very_Low
1555 1558 502 Mathematics 27 5.603448275862069 85-100% Very_Low
1562 1707 502 Mathematics 43 9.051724137931034 85-100% Very_Low
1563 1585 502 Mathematics 7 1.293103448275862 57-71% Very_Low
