node_id1 node_id2 t
47 622 204
691 1332 204
638 694 204
1336 1805 204
61 464 204
502 582 204
71 92 204
1228 1401 204
103 1228 204
312 612 204
339 884 204
1359 1383 204
353 504 204
106 252 204
103 1401 204
103 1295 204
1295 1401 204
513 655 205
4 424 205
4 1383 205
4 1359 205
1320 1383 205
1320 1359 205
545 653 205
1295 1401 205
1228 1295 205
400 809 205
41 866 205
72 674 205
103 1401 205
325 797 205
160 226 205
290 497 205
290 466 205
1594 1828 205
428 498 205
210 285 205
177 984 205
177 954 205
177 991 205
691 1332 205
691 869 205
869 1332 205
638 694 205
312 612 205
61 464 205
325 1423 205
70 240 205
466 841 205
1228 1401 205
1359 1383 205
353 504 205
339 884 205
272 871 205
252 871 205
106 252 205
1260 1784 205
513 655 206
3 884 206
132 420 206
1 205 206
172 658 206
545 653 206
202 653 206
400 809 206
240 658 206
4 622 206
1412 1423 206
120 285 206
210 285 206
339 884 206
160 226 206
202 545 206
72 674 206
353 504 206
428 627 206
429 441 206
325 797 206
177 984 206
177 954 206
691 1332 206
691 869 206
869 1332 206
638 694 206
312 612 206
61 464 206
502 582 206
71 92 206
1228 1401 206
4 1359 206
90 440 206
120 210 206
1295 1401 206
103 1295 206
103 1401 206
41 866 206
106 252 206
252 871 206
1260 1784 206
252 272 206
513 638 207
513 655 207
1412 1423 207
325 1423 207
4 424 207
4 622 207
4 1359 207
1 205 207
545 653 207
202 653 207
638 655 207
400 809 207
41 866 207
272 275 207
28 327 207
325 797 207
160 226 207
202 545 207
72 674 207
424 622 207
428 627 207
429 441 207
120 285 207
177 984 207
177 954 207
177 991 207
691 1332 207
869 1332 207
638 694 207
1336 1805 207
954 991 207
61 464 207
1359 1383 207
502 582 207
71 92 207
1228 1401 207
312 612 207
339 884 207
1320 1359 207
106 871 207
252 871 207
103 1401 207
1295 1401 207
513 638 208
513 655 208
3 884 208
1412 1423 208
1 205 208
103 1401 208
279 1214 208
268 544 208
268 327 208
545 653 208
202 653 208
655 694 208
638 655 208
400 809 208
272 275 208
27 407 208
28 327 208
325 797 208
160 544 208
160 226 208
202 545 208
72 674 208
1594 1828 208
177 487 208
428 627 208
70 240 208
120 285 208
177 984 208
177 991 208
691 1332 208
691 869 208
638 694 208
312 612 208
61 464 208
1216 1401 208
1216 1295 208
71 92 208
1228 1401 208
1359 1383 208
339 884 208
252 871 208
1295 1401 208
513 638 209
513 655 209
3 147 209
3 884 209
1412 1423 209
1 205 209
1 494 209
160 226 209
1212 1805 209
655 694 209
638 655 209
272 275 209
1260 1784 209
27 407 209
156 502 209
325 797 209
339 884 209
160 327 209
202 545 209
545 653 209
72 674 209
1320 1383 209
28 327 209
428 498 209
429 441 209
120 285 209
177 487 209
691 1332 209
869 1332 209
694 841 209
638 694 209
55 252 209
55 871 209
312 612 209
1212 1214 209
61 464 209
1216 1401 209
1216 1228 209
1216 1295 209
454 502 209
71 92 209
1228 1401 209
424 977 209
1295 1401 209
487 991 209
502 866 209
252 871 209
513 655 210
3 147 210
3 884 210
1412 1423 210
545 653 210
202 653 210
1216 1295 210
72 275 210
372 407 210
27 477 210
28 327 210
325 797 210
339 884 210
160 226 210
160 327 210
202 545 210
487 725 210
1320 1383 210
71 92 210
429 441 210
177 984 210
177 725 210
177 991 210
691 1332 210
869 1332 210
638 694 210
55 252 210
312 612 210
1212 1218 210
1212 1805 210
1212 1214 210
1212 1237 210
61 464 210
1216 1401 210
353 504 210
387 438 210
1359 1383 210
513 655 211
387 438 211
1412 1423 211
103 1401 211
103 1295 211
545 653 211
202 653 211
1216 1295 211
1295 1401 211
72 272 211
658 691 211
658 1332 211
3 147 211
27 407 211
28 327 211
120 285 211
160 226 211
160 327 211
202 545 211
72 674 211
1594 1828 211
353 504 211
487 871 211
1320 1383 211
71 92 211
325 797 211
691 1332 211
691 869 211
866 1332 211
638 694 211
55 252 211
312 612 211
441 720 211
1212 1336 211
1212 1805 211
1212 1214 211
61 464 211
325 959 211
1216 1401 211
325 1336 211
72 871 211
466 841 211
1228 1401 211
339 884 211
353 884 211
513 655 212
3 884 212
1412 1423 212
545 653 212
202 653 212
1216 1295 212
1295 1401 212
272 487 212
147 353 212
27 407 212
28 327 212
120 285 212
160 226 212
160 327 212
202 545 212
72 674 212
71 92 212
325 797 212
177 984 212
177 991 212
691 1332 212
869 1332 212
638 694 212
55 252 212
312 612 212
353 884 212
339 884 212
1212 1805 212
1212 1214 212
61 464 212
1216 1401 212
1216 1228 212
65 991 212
325 1423 212
466 841 212
1228 1401 212
339 504 212
984 991 212
353 372 212
487 871 212
106 252 212
454 640 213
513 655 213
1412 1423 213
257 268 213
279 958 213
1212 1805 213
1237 1805 213
272 487 213
41 658 213
531 725 213
27 407 213
28 327 213
325 797 213
353 544 213
202 545 213
72 674 213
1594 1828 213
487 871 213
1320 1383 213
46 339 213
177 486 213
691 1332 213
691 869 213
1 205 213
638 694 213
55 252 213
312 612 213
275 1594 213
1212 1214 213
61 464 213
1216 1401 213
65 991 213
202 653 213
160 353 213
160 226 213
92 845 213
339 884 213
71 92 213
1359 1383 213
106 252 213
1295 1401 213
454 640 214
513 655 214
1412 1423 214
1 205 214
290 841 214
545 653 214
531 725 214
72 275 214
275 871 214
275 487 214
171 407 214
27 171 214
27 372 214
27 147 214
28 720 214
28 327 214
797 1218 214
325 797 214
160 226 214
72 674 214
1594 1828 214
1320 1383 214
1320 1359 214
41 869 214
171 372 214
720 871 214
353 871 214
487 871 214
312 612 214
487 1594 214
1212 1805 214
1212 1214 214
61 464 214
65 991 214
424 1359 214
327 720 214
92 845 214
504 720 214
977 1359 214
466 497 214
339 884 214
71 92 214
1359 1383 214
106 252 214
353 504 214
160 257 215
226 257 215
257 275 215
257 268 215
3 372 215
3 147 215
3 884 215
1412 1423 215
513 655 215
267 276 215
160 268 215
545 653 215
531 691 215
440 790 215
290 466 215
103 1401 215
28 160 215
28 327 215
797 1218 215
160 226 215
72 674 215
1594 1828 215
275 487 215
487 1518 215
171 372 215
171 327 215
638 694 215
312 612 215
275 441 215
327 441 215
1212 1336 215
1212 1805 215
1212 1214 215
1212 1423 215
61 464 215
65 991 215
92 845 215
1345 1423 215
339 884 215
71 92 215
720 871 215
226 884 215
353 871 215
275 871 215
1359 1383 215
147 884 215
513 655 216
3 527 216
257 275 216
257 527 216
103 1401 216
103 1228 216
160 268 216
226 268 216
1212 1805 216
1423 1805 216
28 275 216
226 407 216
27 945 216
160 226 216
160 339 216
545 653 216
72 674 216
1594 1828 216
165 884 216
487 725 216
92 845 216
71 92 216
531 691 216
312 612 216
353 1594 216
1212 1214 216
1212 1423 216
61 464 216
61 226 216
1214 1423 216
65 991 216
1228 1401 216
954 984 216
32 227 216
720 871 216
1359 1383 216
1260 1784 216
226 257 217
257 295 217
513 655 217
545 653 217
531 691 217
72 407 217
28 429 217
28 327 217
797 1218 217
325 797 217
160 339 217
160 884 217
290 841 217
1594 1828 217
165 339 217
61 295 217
147 694 217
312 612 217
441 504 217
1212 1214 217
1212 1423 217
61 464 217
61 339 217
1214 1423 217
65 991 217
1359 1383 217
1228 1401 217
103 1228 217
1260 1784 217
210 488 217
339 884 217
487 725 217
32 227 217
103 1401 217
513 655 218
257 464 218
545 653 218
202 653 218
272 275 218
272 372 218
272 429 218
272 327 218
275 372 218
275 327 218
72 407 218
407 674 218
147 407 218
202 545 218
72 674 218
464 1828 218
171 429 218
372 429 218
46 339 218
177 954 218
694 1423 218
312 612 218
327 372 218
61 464 218
1359 1383 218
72 147 218
290 841 218
1228 1401 218
210 488 218
339 884 218
103 1518 218
487 725 218
1260 1784 218
257 1412 219
61 257 219
176 258 219
87 388 219
1 205 219
290 841 219
545 653 219
202 653 219
1214 1423 219
272 372 219
272 487 219
275 339 219
21 194 219
28 407 219
28 226 219
797 1218 219
325 797 219
160 339 219
202 545 219
72 674 219
339 674 219
1594 1828 219
1212 1828 219
1320 1359 219
372 429 219
194 413 219
513 655 219
312 612 219
1212 1594 219
61 464 219
1228 1401 219
1228 1518 219
92 845 219
205 494 219
339 884 219
487 725 219
477 991 219
1260 1784 219
1295 1518 219
1401 1518 219
160 257 220
257 275 220
388 923 220
513 655 220
545 653 220
202 653 220
290 655 220
272 372 220
275 339 220
205 494 220
72 674 220
28 226 220
28 884 220
325 797 220
290 841 220
1 205 220
312 612 220
1212 1594 220
577 634 220
71 92 220
92 845 220
210 488 220
487 725 220
245 420 220
335 765 220
226 884 220
1260 1784 220
1401 1518 220
115 245 220
160 257 221
257 275 221
1412 1423 221
390 938 221
254 390 221
513 655 221
290 655 221
268 612 221
545 653 221
202 653 221
160 275 221
797 1218 221
420 797 221
325 797 221
72 674 221
325 420 221
38 634 221
47 1359 221
1212 1594 221
333 769 221
325 959 221
71 92 221
214 843 221
1228 1401 221
92 845 221
210 488 221
487 725 221
111 725 221
111 487 221
1260 1784 221
1401 1518 221
1295 1518 221
333 769 222
1412 1805 222
254 390 222
513 655 222
267 276 222
46 268 222
545 653 222
202 653 222
290 655 222
272 372 222
275 612 222
279 1401 222
420 797 222
325 797 222
429 544 222
72 674 222
325 420 222
38 866 222
38 245 222
1320 1359 222
47 960 222
290 466 222
1594 1828 222
1212 1594 222
1212 1828 222
71 92 222
92 845 222
111 725 222
487 725 222
111 487 222
1260 1784 222
1401 1518 222
1295 1518 222
513 655 223
46 268 223
545 653 223
202 653 223
1295 1401 223
1295 1518 223
272 372 223
275 612 223
279 1518 223
797 1218 223
420 797 223
325 797 223
325 420 223
38 243 223
744 941 223
1594 1828 223
325 959 223
71 92 223
214 843 223
1228 1401 223
210 488 223
106 252 223
513 655 224
1345 1412 224
1412 1805 224
545 653 224
28 653 224
272 372 224
275 312 224
275 612 224
213 275 224
21 194 224
279 1518 224
28 545 224
325 797 224
245 420 224
38 243 224
55 106 224
55 252 224
213 312 224
1212 1594 224
325 959 224
1228 1401 224
1805 1828 224
106 252 224
1401 1518 224
513 655 225
1212 1412 225
390 938 225
202 653 225
272 544 225
275 312 225
176 275 225
275 612 225
275 886 225
279 1518 225
125 797 225
325 797 225
372 544 225
202 545 225
1212 1828 225
38 220 225
1320 1359 225
92 845 225
176 213 225
311 496 225
213 312 225
312 886 225
1212 1594 225
1212 1423 225
125 1218 225
55 106 225
1228 1401 225
333 867 225
1237 1423 225
253 706 225
612 886 225
1401 1518 225
125 1423 225
213 886 225
513 655 226
388 603 226
46 268 226
1423 1805 226
272 544 226
21 194 226
279 1518 226
1212 1412 226
1212 1828 226
38 866 226
176 213 226
55 252 226
312 612 226
312 886 226
1218 1594 226
1212 1594 226
325 1423 226
202 653 226
1228 1401 226
92 845 226
917 977 226
253 706 226
106 252 226
1401 1518 226
1295 1518 226
256 390 227
513 655 227
333 388 227
254 269 227
272 544 227
272 372 227
275 312 227
176 275 227
275 612 227
213 275 227
21 194 227
279 1518 227
1218 1828 227
1594 1828 227
38 753 227
38 866 227
1320 1359 227
185 938 227
176 213 227
55 252 227
312 612 227
1345 1594 227
1218 1594 227
214 843 227
1228 1401 227
92 845 227
106 252 227
1295 1518 227
513 655 228
388 603 228
134 388 228
1295 1401 228
1295 1518 228
272 372 228
41 658 228
176 275 228
275 312 228
275 612 228
214 275 228
21 194 228
279 1518 228
372 544 228
38 753 228
38 866 228
496 938 228
176 213 228
55 252 228
194 254 228
1228 1401 228
92 845 228
214 612 228
222 867 228
1260 1784 228
513 655 229
275 1543 229
1212 1805 229
1295 1518 229
272 544 229
272 372 229
275 312 229
275 612 229
279 1518 229
798 977 229
290 466 229
1594 1828 229
496 938 229
1228 1401 229
92 845 229
210 488 229
513 655 230
290 655 230
272 372 230
275 312 230
275 612 230
279 1518 230
1594 1828 230
55 252 230
1345 1594 230
1228 1401 230
92 845 230
210 488 230
1295 1518 230
106 252 230
1260 1784 230
513 655 231
46 268 231
1295 1518 231
272 372 231
275 312 231
275 612 231
21 194 231
279 1518 231
290 466 231
1594 1828 231
41 605 231
55 252 231
312 612 231
1228 1401 231
92 845 231
605 624 231
106 252 231
1260 1784 231
513 655 232
1295 1518 232
275 312 232
275 612 232
214 275 232
440 790 232
1594 1828 232
41 605 232
55 106 232
55 252 232
1228 1401 232
92 845 232
356 548 232
312 612 232
106 252 232
513 655 233
390 533 233
46 268 233
202 653 233
41 658 233
275 312 233
275 612 233
213 275 233
21 194 233
440 790 233
279 974 233
1594 1828 233
176 612 233
176 213 233
55 106 233
55 252 233
312 612 233
1228 1401 233
92 845 233
605 1238 233
106 252 233
1401 1518 233
513 655 234
185 390 234
390 533 234
279 1518 234
41 658 234
275 312 234
275 612 234
213 275 234
21 194 234
151 201 234
1594 1828 234
185 938 234
55 106 234
55 252 234
312 612 234
1345 1594 234
1228 1401 234
92 845 234
1401 1518 234
513 655 235
202 653 235
41 658 235
275 312 235
275 612 235
279 1518 235
465 927 235
854 927 235
1594 1828 235
55 106 235
55 252 235
312 612 235
71 92 235
1228 1401 235
92 845 235
255 977 235
513 655 236
41 658 236
21 194 236
1594 1828 236
1320 1359 236
55 252 236
312 612 236
312 886 236
1228 1401 236
92 845 236
465 854 236
612 886 236
513 655 237
1295 1401 237
41 658 237
275 312 237
275 612 237
275 886 237
21 194 237
279 1518 237
28 214 237
1320 1359 237
176 213 237
438 867 237
55 252 237
312 612 237
312 886 237
71 92 237
1228 1401 237
92 845 237
612 886 237
1401 1518 237
564 577 238
312 612 238
275 612 238
612 886 238
513 655 238
72 627 238
275 312 238
275 886 238
275 927 238
1228 1401 238
92 845 238
1401 1518 238
279 1518 238
312 886 238
1594 1828 238
513 655 239
214 854 239
202 653 239
41 658 239
275 312 239
176 275 239
275 612 239
275 886 239
279 1518 239
1594 1828 239
1320 1359 239
176 213 239
176 214 239
564 577 239
312 612 239
312 886 239
71 92 239
1228 1401 239
92 845 239
612 886 239
513 655 240
1295 1401 240
1295 1518 240
275 312 240
275 612 240
213 275 240
275 886 240
854 927 240
290 466 240
1345 1828 240
1594 1828 240
55 252 240
312 612 240
312 886 240
1228 1401 240
92 845 240
612 886 240
513 655 241
605 1238 241
977 1423 241
275 312 241
275 612 241
213 275 241
279 1518 241
854 927 241
1594 1828 241
809 991 241
55 252 241
1228 1401 241
92 845 241
213 214 241
214 612 241
513 655 242
605 1238 242
41 658 242
275 312 242
275 612 242
275 854 242
440 790 242
854 927 242
1594 1828 242
176 213 242
71 92 242
1228 1401 242
92 845 242
214 312 242
213 312 242
214 612 242
513 655 243
605 1238 243
564 577 243
1295 1518 243
41 658 243
275 312 243
854 927 243
1594 1828 243
1067 1218 243
605 1067 243
176 843 243
65 991 243
465 612 243
854 886 243
612 886 243
513 655 244
605 1238 244
564 577 244
275 312 244
886 927 244
854 927 244
1594 1828 244
176 213 244
55 252 244
65 991 244
71 92 244
465 854 244
465 886 244
854 886 244
1295 1518 244
612 886 244
513 655 245
605 1238 245
564 577 245
1295 1518 245
41 658 245
275 312 245
886 927 245
854 927 245
1594 1828 245
176 213 245
55 252 245
90 440 245
65 991 245
71 845 245
92 845 245
854 886 245
465 612 245
612 886 245
465 886 245
1260 1784 245
513 655 246
605 1238 246
41 658 246
275 312 246
886 927 246
854 927 246
1594 1828 246
1320 1359 246
65 991 246
71 92 246
1228 1401 246
92 845 246
465 612 246
854 886 246
1295 1401 246
612 886 246
513 655 247
605 1238 247
275 312 247
279 1518 247
279 974 247
886 927 247
854 927 247
1594 1828 247
1320 1359 247
605 1067 247
65 991 247
71 92 247
92 845 247
854 886 247
612 886 247
513 655 248
605 1238 248
1 205 248
290 655 248
275 312 248
1401 1518 248
279 1518 248
886 927 248
854 927 248
290 841 248
1594 1828 248
605 1067 248
65 991 248
71 92 248
92 845 248
205 494 248
854 886 248
612 886 248
1 205 249
1 494 249
513 655 249
290 655 249
41 658 249
275 312 249
275 612 249
275 886 249
279 1518 249
290 841 249
1594 1828 249
1320 1359 249
605 1067 249
312 612 249
71 92 249
612 843 249
1228 1401 249
92 845 249
605 1238 249
612 886 249
1 205 250
1 494 250
513 655 250
41 658 250
275 312 250
275 886 250
279 1518 250
605 1067 250
312 612 250
65 991 250
71 92 250
1228 1401 250
205 494 250
605 1238 250
1 205 251
1 494 251
605 1238 251
513 655 251
893 909 251
615 909 251
41 658 251
275 312 251
275 886 251
205 494 251
279 1518 251
854 927 251
290 497 251
1320 1359 251
41 624 251
312 886 251
65 991 251
71 92 251
1228 1401 251
612 886 251
615 893 251
1401 1518 251
622 893 251
513 655 252
1 205 252
1295 1401 252
41 658 252
275 312 252
275 612 252
275 886 252
1401 1518 252
1320 1359 252
605 1067 252
312 886 252
65 991 252
1228 1401 252
205 494 252
615 893 252
513 655 253
465 854 253
854 927 253
564 577 253
41 658 253
275 886 253
1401 1518 253
279 1518 253
1320 1359 253
41 624 253
1067 1218 253
605 1067 253
55 205 253
312 886 253
65 991 253
71 92 253
1228 1401 253
205 494 253
605 1238 253
1295 1401 253
513 655 254
605 1238 254
1 55 254
202 653 254
41 658 254
275 312 254
275 886 254
205 494 254
55 494 254
854 927 254
1594 1828 254
605 1067 254
55 205 254
312 612 254
312 886 254
65 991 254
1228 1401 254
1401 1518 254
65 991 255
1 205 255
71 92 255
1320 1359 255
41 658 255
279 1518 255
1228 1401 255
205 494 255
55 205 255
275 312 255
275 886 255
513 655 255
55 494 255
312 886 255
1 205 256
1 494 256
1 55 256
513 655 256
41 658 256
275 312 256
275 886 256
279 1518 256
1594 1828 256
1320 1359 256
176 214 256
564 977 256
55 205 256
55 494 256
312 886 256
65 991 256
71 92 256
205 494 256
1 205 257
1 494 257
1 55 257
465 854 257
513 655 257
41 658 257
275 312 257
275 886 257
205 494 257
55 494 257
279 1518 257
32 920 257
1594 1828 257
176 214 257
564 977 257
55 205 257
312 886 257
65 991 257
71 92 257
1228 1401 257
376 484 257
1401 1518 257
1 205 258
1 494 258
1 55 258
513 655 258
202 653 258
275 312 258
279 1518 258
32 227 258
1594 1828 258
1067 1218 258
55 205 258
55 494 258
65 991 258
71 92 258
1228 1401 258
205 494 258
465 854 258
1 205 259
1 494 259
1 55 259
513 655 259
202 653 259
275 312 259
798 893 259
290 841 259
1594 1828 259
1067 1218 259
605 1067 259
115 176 259
176 214 259
55 205 259
55 494 259
65 991 259
71 92 259
115 843 259
1228 1401 259
205 494 259
893 1359 259
214 886 259
1 205 260
1 494 260
605 1238 260
513 655 260
275 312 260
275 612 260
205 494 260
279 1518 260
1594 1828 260
605 1067 260
176 214 260
564 977 260
55 205 260
65 991 260
71 92 260
1228 1401 260
513 655 261
465 854 261
1 205 261
275 312 261
279 1518 261
1594 1828 261
1320 1359 261
1067 1218 261
605 1067 261
176 214 261
55 252 261
190 213 261
65 991 261
71 92 261
1228 1401 261
205 494 261
1260 1784 261
513 655 262
1 205 262
41 658 262
279 1518 262
32 227 262
1594 1828 262
1067 1218 262
605 1067 262
176 214 262
564 977 262
55 252 262
65 991 262
71 92 262
1228 1401 262
205 494 262
615 893 262
513 655 263
151 642 263
176 214 263
1 205 263
893 909 263
615 909 263
41 658 263
275 312 263
32 227 263
1320 1359 263
1067 1218 263
605 1067 263
55 106 263
55 252 263
90 440 263
65 991 263
71 92 263
1228 1401 263
605 1238 263
227 424 263
615 893 263
106 252 263
1260 1784 263
513 655 264
605 1238 264
1 205 264
41 658 264
275 312 264
275 886 264
32 227 264
1067 1218 264
605 1067 264
176 214 264
55 252 264
312 886 264
65 991 264
71 92 264
1228 1401 264
513 655 265
275 312 265
275 886 265
1320 1359 265
1067 1218 265
605 1067 265
176 214 265
55 252 265
312 886 265
65 991 265
1228 1401 265
484 497 265
615 893 265
513 655 266
41 658 266
275 312 266
275 886 266
151 201 266
1067 1218 266
605 1067 266
55 252 266
312 886 266
65 991 266
71 92 266
1228 1401 266
605 1238 266
615 893 266
513 655 267
605 1238 267
202 653 267
41 658 267
275 312 267
275 886 267
279 1518 267
1067 1218 267
605 1067 267
176 214 267
564 977 267
312 886 267
65 991 267
71 92 267
1228 1401 267
466 484 267
484 497 267
615 893 267
1401 1518 267
513 655 268
275 886 268
279 1518 268
1067 1218 268
176 214 268
564 977 268
312 886 268
65 991 268
71 92 268
1228 1401 268
466 484 268
484 497 268
615 893 268
615 622 268
65 991 269
290 484 269
484 497 269
176 214 269
513 655 269
41 658 269
1067 1218 269
279 1518 269
275 312 269
275 886 269
312 886 269
513 655 270
106 939 270
41 658 270
275 312 270
275 886 270
279 1518 270
1320 1359 270
1067 1218 270
605 1067 270
176 214 270
55 252 270
312 886 270
196 364 270
117 196 270
71 92 270
484 497 270
615 893 270
117 364 270
513 655 271
201 642 271
1 205 271
615 909 271
41 658 271
275 312 271
275 886 271
279 1518 271
1067 1218 271
564 577 271
55 252 271
312 886 271
65 991 271
196 364 271
117 196 271
210 488 271
605 1238 271
484 497 271
615 893 271
117 364 271
513 655 272
1 205 272
41 658 272
275 312 272
275 886 272
279 1518 272
1067 1218 272
564 577 272
55 252 272
312 886 272
65 991 272
605 1238 272
484 497 272
615 893 272
564 577 273
1067 1218 273
605 1067 273
1 205 273
312 886 273
275 886 273
65 991 273
513 655 273
615 893 273
279 1518 273
275 312 273
605 1238 273
55 252 273
513 655 274
1067 1218 274
65 991 274
564 577 274
202 440 274
202 653 274
605 1067 274
279 1518 274
615 909 274
275 312 274
312 886 274
275 886 274
513 655 275
1067 1218 275
605 1218 275
65 991 275
605 1067 275
615 909 275
279 1518 275
275 312 275
275 886 275
312 886 275
55 252 275
513 655 276
564 577 276
202 653 276
41 658 276
279 1518 276
1067 1218 276
605 1067 276
55 252 276
312 886 276
65 991 276
605 1218 276
196 364 276
117 196 276
1228 1401 276
605 1238 276
1295 1401 276
117 364 276
513 655 277
564 577 277
41 658 277
275 886 277
279 1518 277
1067 1218 277
55 252 277
55 364 277
55 196 277
55 117 277
312 886 277
190 843 277
65 991 277
117 196 277
1228 1401 277
605 1238 277
117 364 277
117 252 277
513 655 278
564 577 278
655 841 278
41 658 278
275 886 278
279 1518 278
1594 1828 278
1067 1218 278
605 1067 278
55 196 278
55 252 278
55 117 278
55 364 278
65 991 278
117 196 278
1228 1401 278
106 117 278
252 364 278
513 655 279
41 658 279
275 886 279
279 1518 279
1067 1218 279
55 252 279
106 196 279
117 196 279
1228 1401 279
605 1238 279
615 893 279
106 117 279
252 364 279
117 364 279
513 655 280
564 577 280
41 658 280
275 886 280
279 974 280
1067 1218 280
55 117 280
65 991 280
196 364 280
71 92 280
1228 1401 280
605 1238 280
106 364 280
117 364 280
564 577 281
1067 1218 281
65 991 281
615 622 281
117 364 281
55 364 281
202 653 281
1228 1401 281
513 655 281
275 886 281
564 577 282
1067 1218 282
65 991 282
41 658 282
1228 1401 282
151 642 282
513 655 282
275 886 282
117 364 282
117 252 282
55 117 282
55 252 282
65 991 283
1067 1218 283
71 92 283
642 866 283
513 655 283
117 252 283
55 117 283
55 252 283
65 991 284
1067 1218 284
1594 1828 284
513 655 284
41 658 284
1228 1401 284
151 866 284
622 893 284
213 214 284
117 252 284
55 117 284
55 252 284
564 577 285
1067 1218 285
65 991 285
117 364 285
252 778 285
117 778 285
1228 1401 285
279 974 285
513 655 285
117 252 285
55 117 285
1295 1401 285
55 252 285
513 655 286
117 778 286
55 778 286
41 658 286
151 866 286
1067 1218 286
55 252 286
55 117 286
65 991 286
214 843 286
1228 1401 286
1295 1401 286
103 1518 286
117 364 286
279 1518 287
279 974 287
513 655 287
1067 1218 287
65 991 287
1228 1401 287
55 252 287
428 809 287
275 886 287
55 117 287
151 866 287
65 991 288
1067 1218 288
1594 1828 288
513 655 288
1228 1401 288
622 909 288
1401 1518 288
279 1518 288
55 252 288
513 655 289
1345 1594 289
151 866 289
622 909 289
1295 1518 289
279 1518 289
1594 1828 289
1067 1218 289
55 252 289
202 440 289
65 991 289
1228 1401 289
513 655 290
1295 1518 290
275 886 290
151 866 290
1594 1828 290
1067 1218 290
55 252 290
55 117 290
65 991 290
1218 1238 290
196 364 290
71 92 290
1228 1401 290
513 655 291
202 653 291
41 658 291
275 886 291
1594 1828 291
1067 1218 291
55 252 291
55 117 291
65 991 291
1218 1238 291
1228 1401 291
1295 1518 291
117 364 291
65 991 292
1067 1218 292
1594 1828 292
513 655 292
41 658 292
106 117 292
1228 1401 292
1295 1518 292
275 886 292
55 117 292
55 252 292
513 655 293
279 1518 293
1295 1518 293
41 658 293
275 886 293
151 866 293
1594 1828 293
1320 1359 293
1067 1218 293
55 364 293
55 252 293
65 991 293
71 92 293
1228 1401 293
106 117 293
117 364 293
513 655 294
279 1518 294
202 653 294
1295 1518 294
41 658 294
275 886 294
151 866 294
1594 1828 294
1067 1218 294
55 252 294
196 364 294
71 92 294
1228 1401 294
605 1238 294
117 364 294
513 655 295
642 753 295
577 977 295
1295 1518 295
41 658 295
275 886 295
151 753 295
151 866 295
54 151 295
1594 1828 295
1067 1218 295
54 866 295
55 252 295
65 991 295
71 92 295
1228 1401 295
605 1238 295
753 866 295
117 364 295
513 655 296
642 866 296
151 642 296
279 1518 296
1295 1518 296
41 658 296
275 886 296
151 753 296
54 151 296
1594 1828 296
1067 1218 296
54 753 296
54 866 296
55 252 296
190 843 296
65 991 296
71 92 296
1228 1401 296
753 866 296
513 655 297
642 866 297
151 642 297
1295 1518 297
41 658 297
275 886 297
151 866 297
54 151 297
28 353 297
1594 1828 297
1067 1218 297
54 866 297
55 252 297
55 364 297
55 117 297
190 843 297
65 991 297
71 92 297
1228 1401 297
252 364 297
513 655 298
642 753 298
642 866 298
54 642 298
151 642 298
1295 1518 298
275 886 298
151 753 298
151 866 298
54 151 298
28 353 298
1594 1828 298
1067 1218 298
54 866 298
55 252 298
55 106 298
55 364 298
55 117 298
65 991 298
1228 1401 298
111 725 298
111 487 298
117 364 298
513 655 299
642 753 299
642 866 299
54 642 299
1 205 299
41 658 299
275 886 299
28 353 299
1594 1828 299
1067 1218 299
428 627 299
54 866 299
55 106 299
55 252 299
55 117 299
65 991 299
71 92 299
1228 1401 299
111 725 299
487 725 299
1295 1518 299
111 487 299
513 655 300
642 866 300
54 642 300
151 642 300
577 977 300
202 653 300
1295 1518 300
41 658 300
275 886 300
151 753 300
151 866 300
28 353 300
1594 1828 300
1067 1218 300
55 252 300
65 991 300
71 92 300
1228 1401 300
893 909 300
117 364 300
513 655 301
642 866 301
564 577 301
202 653 301
1295 1518 301
41 658 301
275 886 301
151 753 301
151 866 301
54 151 301
28 353 301
1594 1828 301
1067 1218 301
54 866 301
65 991 301
71 92 301
1228 1401 301
226 884 301
513 655 302
642 753 302
642 866 302
151 642 302
1 205 302
226 884 302
41 658 302
275 886 302
151 866 302
54 151 302
28 353 302
1594 1828 302
1320 1359 302
41 624 302
63 179 302
65 991 302
71 92 302
1228 1401 302
111 725 302
1295 1518 302
111 487 302
513 655 303
642 753 303
642 866 303
54 642 303
151 642 303
1 205 303
41 658 303
275 886 303
151 866 303
54 151 303
28 353 303
54 866 303
55 252 303
65 991 303
71 92 303
1228 1401 303
111 725 303
1295 1518 303
111 487 303
513 655 304
642 866 304
151 642 304
279 1228 304
1295 1518 304
41 658 304
275 886 304
151 866 304
111 927 304
1594 1828 304
176 214 304
55 252 304
65 991 304
71 92 304
1228 1401 304
624 977 304
111 487 304
111 124 304
513 655 305
642 753 305
642 866 305
41 658 305
275 886 305
111 927 305
63 179 305
55 252 305
65 991 305
71 92 305
1228 1401 305
226 884 305
111 854 305
1295 1518 305
111 487 305
513 655 306
1295 1518 306
41 658 306
275 886 306
111 927 306
1067 1218 306
179 884 306
63 179 306
55 252 306
65 991 306
1228 1401 306
226 884 306
612 886 306
111 487 306
513 655 307
642 866 307
642 1332 307
54 642 307
642 687 307
41 658 307
275 886 307
28 226 307
1067 1218 307
63 179 307
866 1332 307
54 1332 307
54 866 307
55 252 307
65 991 307
71 92 307
1228 1401 307
226 884 307
353 504 307
634 866 307
111 487 307
